id;documento
47;"BAG WITCH HAUNT O aka HAUNT é um filme de terror americano supostamente baseado em fatos reais que ocorreram durante o período de 1817 a 1821. Isso não deve ser confundido com BELL WITCH: THE MOVIE, um filme estrelado por Betsy Palmer baseado nos mesmos eventos. No entanto, posso dizer que gostaria de ter visto este outro filme em vez do que vi! Eu gostei Betsy Palmers refrigeração desempenho na sexta-feira THE 13TH. Como tal, eu acredito que mesmo em um dia ruim, lançar um desempenho melhor do que qualquer pessoa envolvida na farsa conhecida como THE HAUNT. Com relação à minha posição, este filme não é doloroso de assistir porque o conteúdo é perturbador. É doloroso assistir, porque é simplesmente muito chato. Ao ler as resenhas positivas para este filme, só consegui identificar três possibilidades. A primeira possibilidade - esses autores estavam envolvidos na produção de alguma forma. A segunda possibilidade - os autores, embora não diretamente envolvidos, foram pagos para escrever críticas positivas após a conclusão da produção. A possibilidade final - nenhum desses autores viu um número suficiente de filmes de terror e, portanto, é inexperiente com os conceitos que as tentativas bem-sucedidas utilizam. O cenário para o enredo é o Condado de Robertson, Tennessee. James Johnston recebe a visita de dois jornalistas ansiosos por ouvir a história da Bell Witch. A história é contada como uma série de flashbacks. Uma série de eventos sobrenaturais começa a acontecer na casa de John Bell e sua família. Logo vem à tona que um espírito vingativo está por trás de tudo. Na superfície, o enredo parece ser um assunto poltergeist padrão, embora baseado em eventos reais. No entanto, no que se refere à execução do conceito brilhante, quase tudo o que poderia dar errado dar errado. E então alguns! Primeiro, a atuação. A atuação é quase uniformemente terrível em todo o tabuleiro. Esse fator causa o maior dano à produção, prejudicando qualquer possível credibilidade de crença ou interesse por parte do espectador. A voz do espírito vingativo soa mais como uma adolescente experimentando angústia adolescente ao invés de uma poderosa força demoníaca expressando intenção malévola. Eu quase ri quando ouvi algumas de suas falas. Infelizmente, esta voz começou a ficar muito irritante muito rapidamente! Eu posso não estar vivo em 1800, mas acho incrivelmente difícil acreditar que qualquer jovem viva naquela época falasse da maneira que esse ""fantasma"" faz! Segundo, a direção. A direção é aleatória e muito desigual. Algumas cenas são promissoras, mas o potencial é desperdiçado pelo diretor claramente inexperiente. Nada é feito com a câmera, com som ou com iluminação para adicionar intensidade às cenas que pretendem ser assustadoras. A atmosfera é igualmente plana. Um espírito vingativo está supostamente por trás de ocorrências sobrenaturais. No entanto, os efeitos são tão incrivelmente ineptos que ninguém que tenha visto um filme de terror apropriado compraria para eles. Vou dar um exemplo. Em uma cena, o espírito ataca alguém. Veja a cena por si mesmo. É quase engraçado - quase. Terceiro, o roteiro. Embora possa ser o caso que os eventos mostrados sejam fiéis aos relatos de ocorrências reais, não se pode negar que a maioria das cenas é incrivelmente plana e chata. Cenas tão curtas quanto dois minutos parecem muito mais longas graças ao diálogo pobre - diálogo que não acrescenta profundidade aos personagens ou à história. Este filme é muito dependente de conversas para avançar a história. Embora esse estilo também tenha sido o caso dos filmes britânicos do apogeu britânico dos anos 1960 e 1970, não se pode negar que as trocas de diálogos eram sempre interessantes de se observar nesses trabalhos mais profissionais anteriores. Peter Cushing, por exemplo, poderia ler uma lista telefônica e ainda manter a atenção dos espectadores. O mesmo não pode ser dito dos atores em THE HAUNT.Finally, o humor. As tentativas mal orientadas de humor neste filme são excruciantes. Um menino obeso é o alvo de muitas piadas. Uma cena particularmente terrível vê o dito garoto indo para o banheiro externo. Essa cena nunca deveria ter sido incluída - mas é e completa com efeitos sonoros caso você não consiga entender o que ele está fazendo! Os únicos pontos positivos sobre o filme são a localização e os figurinos. A decisão de fotografar a foto perto do local original ajudou a adicionar alguma autenticidade. Os trajes também foram bem escolhidos. Em geral, THE HAUNT é um filme chocante. Não é mesmo na liga ""tão ruim é bom"". Em vez disso, é apenas chato. Eu aconselho a todos que economizem dinheiro e evitem esse filme como a peste. Não se incomodam mesmo de ver de graça! Eu nunca vi o outro filme sobre a Bell Witch. Mas realmente não poderia ser pior do que o HAUNT. Poderia? Eu vou dar a este outro filme uma chance, se eu puder rastreá-lo. Enquanto isso, eu aconselho a todos aqui a verificar alguns filmes de terror sobre fantasmas e assombrações. A LENDA DA CASA DO INFERNO, A MUDANÇA, O RINGU, O GRUDGE O original japonês e o original em japonês do ONE MISSED CALL são bons lugares para começar."
48;Eu amo histórias de fantasmas e vou sentar em um filme até o fim, mesmo que eu não goste muito. Eu raramente sinto que perdi meu tempo ... MAS, essa adaptação da história do Bell Witch foi horrível! Não era assustador nem um pouco. O que há com os momentos de alívio cômico? O diálogo foi tedioso. Agindo de forma inconsistente O filme foi muito longo e algumas cenas foram desnecessariamente prolongadas no meu espaço aberto. Como a festa de aniversário, a única coisa boa que acho que posso pensar em mencionar é que os figurinos e acessórios foram bem feitos. Estou curioso sobre outra adaptação, mas até lá vou continuar lendo sobre a história.
49;Embora a premissa do filme parecesse única e intrigante depois de assistir aos primeiros 5 minutos do filme, eu poderia ter parado ali e continuado com a minha vida. Ela recebe alguns comentários interessantes e reações de seus assuntos, mas não o suficiente para adicionar a validade do filme. Eu também senti que ela foi um pouco demais com muitas coisas. Se um cara dissesse um comentário imundo, a agarrasse ou fizesse algum gesto repugnante para ela, eu diria que vá em frente, traga-o para baixo, ele é um porco. O que me incomodou é que ela andava por aí revelando roupas e se surpreendia quando os caras olhavam para ela e davam a mínima para ela. Eu acho que de alguma forma ela esqueceu que ser atraída por outras pessoas é parte da sexualidade humana e uma grande parte dela. quem somos todos nós. Os rapazes olham para mulheres bonitas, especialmente quando se vestem provocativamente, assim como as mulheres olham para os homens quando estão vestindo um tanque apertado ou sem camisa. Algumas mulheres podem me odiar por isso, mas espero que não. Eu tenho muito respeito pelas mulheres. Eu fui criado por um. Eu também venho de uma família espanhola e somos muito matriarcais. Minha avó foi o centro da minha família durante anos, mas eu realmente não sinto que isso fez alguma coisa para ajudar os direitos das mulheres e do que o próprio cineasta disse, algumas mulheres ficaram ofendidas com seu projeto.
50;"Se você pegasse todos os elementos do estoque de um filme Shrek rabugento ogro, burro chato, gatinho fofo, número de dança obrigatória, etc, colocá-los no liquidificador e condensou a 20 minutos, você teria essa bagunça. Doloroso para assistir; Eu posso ter rido uma vez. A história e o diálogo são apressados ​​além da compreensão, com os dubladores soando como se tivessem telefonado em suas falas. A versão final retrabalhada do poema ""The Christmas Story"" parece ter sido escrita por um comitê em cinco minutos. E o menino, um pequeno Eddie Murphy, percorre um longo caminho. Com a sua tentativa desesperada de ser descolado e atual, este show será muito ultrapassado e esquecido, enquanto clássicos como ""The Grinch""? permanecerá intemporal. Um triste desperdício de esforço de todos os envolvidos, um verdadeiro ""salto do tubarão"" para a franquia Shrek."
51;"Eu vi esse filme ontem e pensei que era horrível; era inútil e simplesmente estúpido. o suposto enredo dizia respeito a um futuro noivo envolvido demais nos problemas do mundo para se relacionar com sua noiva e as outras pessoas em sua vida. Ele desaparece no dia do casamento em um smoking não menos e conecta-se com uma variedade de esquisitos. Vimos isso com uma carga de ônibus de pessoas no caminho para Atlantic City e todos concordaram que era um filme terrível. Estava tentando ser profundo, mas não era; foi estúpido e ofensivo. Se eu não estivesse em um ônibus eu teria saído no filme. Qualquer pessoa que esteja pensando em ver o filme ou alugar ou comprar o vídeo foi avisada antecipadamente."
52;Este é um daqueles filmes estranhos, auto-importantes e auto-indulgentes que tenta muito ser profundo. Não é. Em vez disso, soltam clichês que tentam passar pela Profundidade. Típica é a cena em que Peter Kelsey Grammer explica ao protagonista e melhor amigo Adam Dwier Brown como o homem começa a amamentar a vida, depois passa a sugar o seio de sua namorada e finalmente sua esposa, concluindo que a vida é uma droga. Tão profundo. Somos tratados com uma variedade de personagens que oferecem sua perspectiva de vida, o universo, etc, durante Adams viaja pelo deserto de Mojave a pé. Ele deixa abruptamente L.A no dia de seu casamento e sua família, amigos e noivo assumem que ele está morto quando seu carro foi encontrado em um campo de testes militar destruído por um foguete. Alguns personagens são mais divertidos que outros. O melhor, de longe, é um fugitivo de um hospital psiquiátrico que só fala através das vozes dos outros. O ator, James Kevin Ward, faz algumas ótimas impressões, incluindo Nicholson, Popeye e vários personagens do Star Trek original. Mas uma vez que os personagens interessantes deixam a tela, ficaram presos novamente a Adam e sua busca pelo profundo. É uma viagem longa, que se arrasta em muitos lugares. Na verdade, é a mais longa hora e meia que eu já vi. E o final dificilmente faz com que pareça valer a pena, afinal. Eu descobri esse filme tocando na HBO um dia, acordando cedo demais e clicando na TV. Isso me aprende. Da próxima vez eu vou tentar dormir mais.
53;"Este exercício fracassado de sátira ou comentário sobre a condição humana facilmente ganhou um lugar como um dos 10 piores filmes que eu já vi. Estou pensando seriamente em comprar uma cópia, se puder encontrar uma sujeira barata, para afugentar uma companhia indesejada. É honestamente tão ruim assim. Eu vejo isso como algum tipo de arma anti-pessoal. Se você é o tipo de pessoa que só tem que ver um acidente de trem para testemunhar a carnificina, então este filme é uma jóia. Apenas para ser justo, o personagem Kelsey Grammars tem uma linha que quase funciona, mas não funciona. Diferente do que tudo neste filme se esforça para ser perspicaz, mas perde a marca por aproximadamente a distância entre a terra e o par mais próximo de galáxias em colisão. Eu geralmente posso apreciar um livro ou filme em que o protagonista sofre de algum tipo de angústia existencial, mas a angústia apresentada aqui é tão inacreditável e exagerada, e o filme nem sequer aborda o absurdo que apresenta de qualquer maneira valiosa. Se você está familiarizado com o termo ""palavra vômito"", então você pode obter uma imagem da cinematrocidade. Ah, e a estrutura narrativa é mal concebida, pretensiosa e amadora. Falhou em estilo e substância. Se você realmente odeia alguém, convide-o para um longa-metragem duplo deste filme e ""O Terror da Pequena Cidade"", um anão ocidental dos anos 1930 e coloque-os em restrições com os olhos forçados a abrir o estilo ""Laranja Mecânica"". Mas isso provavelmente viola alguma provisão nas Convenções de Genebra."
54;"A tradução em inglês do título da versão em DVD deste filme é ""Graveyard of Horrors"", mas acho que isso deve ser um erro. Deveria ter sido chamado de ""Cemitério dos Horríveis"". Atuação horrível, edição horrível, história horrível e música horrível fazem disso um filme horrível que deve ser deixado em um cemitério horrível. Horrível."
55;"E se alguém fez um filme de terror que era completamente desprovido de enredo? Bem, eu acho que provavelmente acabaria um pouco como este. Eu não acho que eu já tenha visto um movimento foi tão firme que o seu slide desde banal no início para completar porcaria no final. Eu só fiquei com isso, porque fiquei pensando que não poderia piorar. Bem, até o final, ""Necrófago"" / ""Cemitério do Horror"" provou que eu estava errado. Quem suspeitaria que um filme com um homem-lagarto morto-vivo, cultistas malignos que roubam a sepultura, e cientistas malucos jogados sem razão aparente. poderia sugar isso ruim? Alguém poderia pensar que haveria pelo menos algum valor de humor ... mas não aqui."
56;"Vendo este filme pela primeira vez vinte anos depois de seu lançamento, eu não entendi bem. Por que isso foi um sucesso tão grande em 1986? Seu amadorismo pinga de todas as cenas. As piadas são fracas e previsíveis. As cenas de sexo são exploradoras e por cima, o que não quer dizer que a senhorita Rudnik não tenha seios bonitos! O canto é ""schrecklich"". A única cena genuinamente engraçada é o grande tiroteio quando os gângsteres morrem dançando break, um traço que data o filme com firmeza até meados dos anos oitenta. É realmente bastante intrigante para mim como eu sou incapaz de compreender o que evocou o entusiasmo do público aplaudindo em 1986 e, aparentemente, ainda hoje, lendo meus comentários do IMDBers."
57;"De vez em quando é muito aconselhável para a aristocracia assistir algum filme mudo sobre a vida dura das pessoas comuns, a fim de lembrar-se dos privilégios e da vida confortável que eles desfrutaram desde o começo da humanidade ou mesmo antes? em comparação com o trabalho complicado e duro que as pessoas comuns têm de suportar todos os dias desde que os aristocratas dominam o mundo. E é isso que acontece em ""The Love Light"", o primeiro filme dirigido por Dame France Marion que será famoso depois no silêncio e mundo do talkie graças em geral ao seu trabalho como roteirista; melhor para ela, certamente, porque sua carreira como cineasta não impressiona esse conde alemão. O filme conta a história de Dame Angela Carlotti, dama Mary Pickford, uma alegre garota italiana que vive rodeada por uma ""miséria pitoresca"", uma importante diferença de opinião entre classes alta e baixa; aristocratas prefere viver cercado por ""luxo pitoresco""? ; ela tem dois irmãos e um admirador secreto, mas tudo o que ela lhe dá em troca é a indiferença. O destino começa a trabalhar duro e logo a guerra é declarada e Dame Angelas dois irmãos se alistam e no próximo carretel ambos estão mortos. Mas o destino é ainda mais cruel e Dame Angela, enquanto isso, se apaixona por? um alemão!! E para piorar as coisas, ela não sabe que sua amada Teutônica é uma espiã e que os sinais de luz que ela envia para ele todas as noites do farol que ela mantém pensando que é um sinal de amor, não significam ""Ich Liebe Dich"" mas ""Sink"" Qualquer maldito barco italiano no mar ""Felizmente para Dame Angela, logo seu querido espião alemão será encontrado pelos vizinhos em sua casa em que ela estava escondendo-lhe um fato não estranho, de fato, porque não é uma tarefa fácil para um alemão para passar despercebido? mas o espião alemão preferirá morrer antes de ser capturado por aqueles italianos. A partir desse amor alemão, um bebê meio-teutônico terá nascido no Destino perverso a toda velocidade? mas um vizinho ganancioso que tenha uma idéia particular da maternidade levará embora seu filho com o consentimento de uma freira católica que levou o Conselho de Trento a extremos? um fato que colocará Dame Angela à beira da loucura. Mas, enquanto isso, a admiradora secreta de Dame Angelas retornou da guerra e você pode pensar que finalmente a vida dolorosa de Dame Angelas melhorará; um erro tremendo porque o Destino tem reservado para ela que o soldado que retornou é cego. Mas como dizem na Alemanha, pode ser uma bênção disfarçada e, finalmente, Dame Angela vai recuperar seu filho e vai começar uma nova vida com seu amor cego em uma pobre aldeia italiana no que é suposto ser um final feliz para o comum Como esta contagem alemã disse antes, era muito melhor para Dame Frances Marion que ela continuou sua carreira como roteirista, porque como pode ser visto em ""The Love Light"", ela tinha muita imaginação para inventar histórias incríveis, ja wohl! mas um assunto completamente diferente é dirigir filmes e sua estréia silenciosa carece de emoção e ritmo apesar do esforço de Dame Pickford para envolver o público com suas muitas desgraças. A inexistente narrativa cinematográfica causa indiferença no espectador, tornando este o tipo de filme em que apenas a própria Dame Pickford fornece o interesse e não as circunstâncias dela. E agora, se você me permitir, eu devo tirar temporariamente a licença porque este conde alemão deve enviar sinais morse. da torre norte de Schloss a uma de sua rica herdeira teutônica."
58;Eu tive que ver isso no avião da British Airways. Foi uma atuação terrivelmente ruim e uma estória idiota. Nem mesmo uma criança iria gostar disso. Algo para desligar, se possível.
59;Este é um filme da família que foi transmitido na minha estação local da ITV às 1:00 da manhã algumas noites atrás. Esta pode ser uma decisão estranha por parte dos agendadores, mas THE REAL HOWARD SPITZ é um filme bastante estranho, estranho na forma como não quer perturbar sua audiência. Não há nada que as crianças gostem mais do que o sadismo e é por isso que Roald Dahl era um autor tão popular para as crianças. Também explica por que o DOUTOR foi um show tão bem sucedido em todo o mundo. Neste roteiro, você está morrendo de vontade de que o autor de ficção científica faça algo desagradável para as crianças, mas isso não acontece. Eu não estou defendendo o abuso infantil, mas ver Howard Spitz perder seu farrapo nos pequenos teria feito o filme um pouco melhor. Você pode imaginar o quanto pior o KINDERGARTEN COP teria sido se os produtores tivessem ido todos os PCs? Quero dizer, se você está fazendo um filme centrado em torno de um autor infantil que odeia crianças não deve mostrar a história e não contar? Grande parte do problema está no diretor Vadim Jean e você tem a sensação de que ele não sabe como lidar com o material, o que é uma má notícia para o filme. Como alguém observou anteriormente, a trilha sonora é aleatória e Kelsey Grammar é muito madeira. Eu acho que ele estava tentando jogar como se estivesse morto naquele show que ele é famoso, mas não funciona aqui e tem muitas cenas com ângulos de câmera ridículos que parecem não intencionais, mas que são muito perturbadores. Mas no final do dia o principal problema continua sendo que o potencial está arruinado porque ninguém queria ofender as sensibilidades do público.
60;CUIDADO SPOILER: No final do filme, é anunciado que a ponte entrou em colapso apenas alguns dias depois de ter sido capturada. A impressão é que o ataque foi tudo por nada. Na realidade, tomar a ponte em Remagen foi a última vitória importante para os aliados ocidentais. Foi a travessia do Reno que os Aliados estavam tentando realizar por seis meses. Como a Ponte Remagen foi tomada, a guerra terminou em apenas algumas semanas. A ponte só precisa durar um dia depois de ser capturada. Isso foi tempo suficiente para os americanos enviarem engenheiros de combate e uma grande força protetora para o outro lado, e eles poderiam começar a construir uma série de pontes flutuantes. A tomada da ponte foi um sucesso completo, e significou que o fim da guerra estava próximo, e não duraria durante o verão. Ao contrário da natureza cínica do filme, a vitória foi anunciada com entusiasmo pelas tropas que o fizeram. Eles sabiam como era vital a batalha. Este filme tem pouco a ver com a história real. Foi mais um reflexo da natureza cínica do tempo em que foi produzido.
61;"The Bridge At Remagen contém alguns dos mais absurdos roteiros de tempo de guerra que eu já vi. Além da atuação, que é de madeira, nenhum comandante de tanques ataca com seus tanques estacionados em fileiras bem arrumadas, no meio das estradas, e com as tropas amontoadas juntas, com os braços não ao alcance. O constante comportamento suicida desencadeou o meu ""interruptor de inclinação"" tantas vezes que achei impossível apreciar o filme. Aparentemente, os roteiristas e diretores de cinema nunca passaram pela guerra real e nunca se deram ao trabalho de trazer um especialista. Este filme é a antítese do excelente detalhe em Saving Private Ryan. A menos que você tenha menos de 7 anos, recomendo assistir a outra coisa."
62;"O veterano diretor de TV, Ted Post, trata-nos de uma história arrastada, confusa e sem sentido tirada da Coluna B do Harold Robbins Big Book Of Plots. Contra um horizonte de Phoenix, os anjos pós-Charlies, Jaclyn Smith, tomam o rumo de uma estrela como ""a mulher cujos olhos são misteriosamente sombreados em todos os momentos"", enquanto James Franciscus, o imitador do JFK, relaxa à margem. Mannix vai para o oeste, macacos são abusados, modelos se inclinam contra carros clássicos, e Smith é constantemente ofuscado por Sybil Danning até que um estilo giallo encerre toda a triste bagunça. Oh, sim, e Bob Mitchum está lá também. Algum lugar."
63;"Filmado no Arizona por uma equipe majoritariamente estrangeira, ""Nightkill"" é um dos dramas criminais mais desajeitados que já vi. Robert Mitchum, com um chapéu de caubói, faz um passeio com Jaclyn Smith, uma viúva recentemente viúva, na esperança de descobrir se ela teve uma mão na morte de seu marido. Jaclyns guarda-roupa é da variedade Dale Evans e seu cachorro é chamado de ""Cowboy"" ... parece que alguém com certeza comprou o mito americano de que todos os ocidentais falam e se vestem como descendentes de John Wayne! Roteiro de Joan Andre e John Case pode ter funcionado melhor se abordado como paródia; esse thriller de mistério acaba de ser manso, com o diretor Ted Post dormindo no controle. Não seja atraído pela caixa de vídeo de Jaclyn gritando enquanto toma banho. Ela de fato toma banho neste filme, mas não é reveladora nem aumenta ainda mais o enredo sombrio. NO STARS de"
64;Nightkill estrela Robert Mitchum como um detetive particular cansado do mundo, investigando o caso de um industrial desaparecido, Mike Connors. Ele é contratado por Jaclyn Smith, a esposa ansiosa do homem desaparecido. O que Jaclyn não informa a Mitchum é que ela sabe muito bem o paradeiro de seus maridos. Afinal de contas, foi ela quem ajudou seu amante, James Franciscus, a se livrar de seu rico marido. O que mais esperaria de um filme estragado com Robert Mitchum? Mannix vai para o oeste, macacos são abusados, modelos se inclinam contra carros clássicos, e Smith é constantemente ofuscado por Sybil Danning até que um estilo giallo encerre toda a triste bagunça com um amargo fim. Este é o cinema BAD. E esse filme é muuuito ruim. Faz parecer que o Halloween se misturou com o Trick Or Treats. Evite isso.Rated R para Violência Gráfica, Nudez e Situações Sexuais.
65;"Donald Sutherland, um paleontólogo americano que visita a Inglaterra, pega um andarilho engatilhado uma noite. Dois anos depois, tendo descoberto a caderneta do endereço de seu carro, ele devolveu o livro à mansão opulenta, apenas para descobrir que o homem fora enforcado por assassinato. Ninguém dentro ou fora da família parece se importar que o andarilho não poderia ter cometido o assassinato de sua própria madrasta porque ele estava no carro de Sutherland na hora do crime. Sutherland é o álibi do homem, mas ele apareceu tarde demais. Por um sentimento de culpa, ele rastreia o verdadeiro assassino. Os mistérios de Agatha Christies geralmente envolvem um número de pessoas diversas, todas elas com um ou outro motivo para o crime, todas elas suspeitas, e um quebra-cabeça que depende da construção. de uma linha de tempo rigorosa. Muitas vezes, nem sempre, há um companheiro com quem o investigador pode falar sobre as coisas. Por causa da frustração da situação, deve-se ter o devido cuidado de explicar cada elemento do mistério para o leitor ou espectador. A redundância está perfeitamente bem. Temos que manter os personagens e as linhas do tempo em linha reta. Filmes de Christies são do tipo raro em que o uso de rostos famosos em personagens subordinados é realmente útil. Jacqueline de Bellefort? Ah, sim, isso é Mia Farrow. Mas esta versão de ""Ordeal by Innocence"" é uma produção de Golan-Globus, com tudo o que implica em valores de produção, um roteiro cuidadosamente elaborado e habilidade por trás da câmera. Os primeiros minutos, em que Sutherland descobre que um inocente o homem foi enforcado, está bem. Depois disso, tudo é arremessado para o espectador em recados desarticulados, muitas vezes em flashbacks repentinos ou em dublagens confusas que não nos dizem nada. O roteiro tem uma qualidade desleixada, como se fosse jogado juntos por dois hacks durante a noite. Poucos dos rostos são familiares e isso não ajuda em nada. Todos deixam comentários sobre todos os outros e os nomes se tornam uma bagunça sem esperança. A partitura musical consiste em quatro instrumentos que fazem riffs de jazz atonais irritantes. Alguma nudez é lançada para acordar os tratores na platéia. Se a dama Agatha estivesse viva, ela estaria entre os espectadores que precisavam ser abalados. Dullsville."
66;Eu nunca vi tanto talento e dinheiro usado para produzir algo tão ruim em toda a minha vida! Como declarado em outros comentários, um grupo de talentos como Christopher Plummer, Faye Dunaway, Donald Sutherland e muitos outros foram jogados juntos em um filme que não é reconhecido como uma história de Agatha Christie. Eu continuo pensando em como poderia ser com o mesmo elenco, feito da maneira certa. O filme tem ainda menos intimidade que os filmes de Christopher Reeves Superman. O grande elenco torna a produção ainda menos eficaz do que naqueles filmes, porque não há tempo suficiente para conhecer alguém. A trilha sonora de jazz progressivo de Dave Brubecks fez com que eu me perguntasse se o vídeo errado estava no caso da locadora. A música tornou-se cada vez mais ofensiva à medida que a trama progredia. É difícil dizer se a trilha sonora ou a técnica incômoda de repetir informações de cenas anteriores era mais ofensiva. De alguém que viu a maioria dos filmes da Christie, o que me atraiu para isso, foi um dos poucos que eu não tinha visto perder essa. Não é um filme de Agatha Christie. O Golan-Globus é mais adequado para produzir filmes sobre wrestling em tempo real, ao invés da atmosfera confortável do mistério inglês.
67;Três empresários estão envolvidos em uma briga de bar com três homens misteriosos. Os três empresários se vingam, o que leva a um assassinato após o outro. Supostamente a história é sobre a violência que poderia acontecer com as pessoas comuns. O enredo tem muitos buracos. Os detalhes foram ignorados para levar a história adiante. A atuação foi desigual. O balanço de cores foi horrível, embora eu tenha assistido a este filme em DVD. O orçamento pequeno e o cronograma apertado eram aparentes. A coisa toda parece ser uma desculpa para disparar a luta final, e o final foi inacreditável.
68;"Este filme está na minha lista dos piores filmes já feitos. A história é desconectada e é difícil entender o que está acontecendo ou a razão para as ações dos personagens. Todos os filmes precisam ter uma lógica interna, e esse filme simplesmente não tem - a história não faz sentido algum. Ver Faye Dunaway, Christopher Plummer e Diana Quick desperdiçar seus talentos neste filme é um crime. Faye Dunaway é a sortuda, porque ela interpreta a vítima e é morta no início do filme. Por outro lado, Donald Sutherland deve ser um ator incrível, porque ele consegue parecer bom, apesar de má direção e má escrita; seu desempenho é crível e ele consegue permanecer no personagem apesar de tudo. Se Dame Agatha Christie estivesse viva, ela morreria de rir! O filme é tão ruim assim!"
69;"Este é realmente um dos filmes mais fracos baseado no trabalho de Agatha Christies, um mistério sem vida e confuso que claramente carece da graça e do orçamento! de seus predecessores ""Morte no Nilo"", ""O Mal Sob o Sol"" e Donald Sutherland é uma sombra pálida de Peter Ustinov, na medida em que os detetives vão, é claro, ele está interpretando um personagem muito menos interessante que Poirot. O filme consegue encalhar tanto quanto na força da conspiração de Christies sozinho todos os seus enredos têm uma certa quantidade de interesse inerente, mas a direção é irremediavelmente plana. 1/2"
70;"Quando, no início do filme, o paleontólogo Donald Sutherland chega à casa da família Argyle e é revelado que ele é o álibi indiscutível de um dos membros executado por assassinar sua mãe há dois anos, sua sensação é de que você está prestes a assistir a uma estréia. thriller; um homem inocente foi condenado e um assassino ainda está por perto. Mas à medida que o filme corre, sua decepção aumenta inevitavelmente. ""Provar por Inocência"" é um filme chato e às vezes até entediante que não aumenta a qualquer momento. Nada de interessante acontece o tempo todo e até mesmo a revelação final dos fatos carece de surpresa e intensidade. Adore ou não. não muito entusiasticamente também. Você não perderá muito se pular esta."
71;"Os produtores Golan e Globus deveriam ter vergonha de divulgar este pedaço de lixo publicamente. Eu sei que isso vai soar clichê, mas comparado a isso, o primeiro ""Hercules"" de 1983 parece um épico maduro e emocionante! Esta ""sequela"" é imbecil, barata, irredimível, infantil, falsa, inapta e mal-intencionada. Um marco no cinema ruim, e um dos poucos, poucos filmes que eu vi que realmente merecem a menor classificação possível: sem estrelas!"
72;"Aya! Se você está procurando por efeitos especiais que são 10-20 anos antes de seu tempo, é isso. Os brilhantes relâmpagos, bolas de fogo, etc. parecem que vieram de um filme de ficção científica dos anos 70. E sim, Hércules realmente cresce; ele não está sendo empurrado em um carrinho mais perto da câmera!"
73;As Aventuras de Hércules tem que ser uma das desculpas para um filme que eu já vi. Você teria que procurar longe para encontrar qualquer coisa que se aproximasse do nível de inépcia exibido neste filme. Atuando? Mau. Edição? Mau. Direção? Mau. Efeitos Especiais Ruim e risível. Plot Â? Mau. Iluminação? Mau. Cinematografia? Mau. Figurino? Mau e bobo. Tudo mais? Mau. Assistindo As Aventuras de Hércules é tão agradável quanto um canal radicular. Mesmo para um fã de filmes ruins, é um teste de resistência real. Este é um para masoquistas ou completists Lou Ferrigno, se houver. Oito coisas que aprendi assistindo As Aventuras de Hércules: 1. Se você não tem o orçamento para efeitos especiais reais, rotoscópio uma cena do filme anterior. Vai ficar ótimo - confie em mim.2. Quando estiver em busca de recuperar os raios Zeus, reserve um tempo para paradas frequentes para aumentar o seu corpo. Funcionou para Ferrigno e seus dois companheiros da Amazon. Qualquer luta de espadas, uso de magia e praticamente todas as outras atividades do dia a dia na Grécia antiga criaram um som muito semelhante ao de Pac Man ou Asteroids. Alguns dos antigos deuses gregos vestiram-se como extras de Star Wars. Se você precisa preencher o tempo de execução de filmes de baixa qualidade, estenda a sequência do título adicionando créditos no estilo Star Trek e jogue uma música excessivamente grandiosa. Também ajuda se você tiver um filme anterior para tirar cenas de. As cenas de luta se movem muito mais suavemente se os bandidos atacarem Hercules um de cada vez. William Berger fez qualquer coisa por dinheiro. Eu não achei que fosse possível, mas The Adventures of Hercules faz com que o primeiro filme, Hercules 1983, pareça um vencedor do Oscar.
74;Procurando por um super mau filme REAL? Se você quer se divertir muito, não hesite e confira este! Ferrigno é incrivelmente ruim, mas também é o melhor desta mediocridade.
